production_id,date,mine_id,zone_id,planned_tonnes,actual_tonnes,ore_grade_pct,operating_hours,downtime_hours,rainfall_mm,target_tonnes
PROD-16741,2026-08-24,MINE-01,MINE-01-ZONE-A,236.0,198.2,33.0,14.3,1.7,2.9,260.0
PROD-16742,2026-08-24,MINE-01,MINE-01-ZONE-B,236.0,206.3,36.55,14.4,1.6,2.9,260.0
PROD-16743,2026-08-24,MINE-01,MINE-01-ZONE-C,236.0,205.0,33.5,14.0,2.0,2.9,260.0
PROD-16744,2026-08-24,MINE-01,MINE-01-ZONE-D,236.0,201.7,42.77,13.6,2.4,2.9,260.0
PROD-16745,2026-08-24,MINE-01,MINE-01-ZONE-E,236.0,184.5,35.25,13.6,2.4,2.9,260.0
PROD-16746,2026-08-24,MINE-02,MINE-02-ZONE-A,236.0,162.2,34.37,11.9,4.1,23.1,260.0
PROD-16747,2026-08-24,MINE-02,MINE-02-ZONE-B,236.0,161.7,36.58,12.1,3.9,23.1,260.0
PROD-16748,2026-08-24,MINE-02,MINE-02-ZONE-C,236.0,169.6,43.67,12.8,3.2,23.1,260.0
PROD-16749,2026-08-24,MINE-02,MINE-02-ZONE-D,236.0,177.3,35.97,12.3,3.7,23.1,260.0
PROD-16750,2026-08-24,MINE-02,MINE-02-ZONE-E,236.0,186.6,42.5,14.0,2.0,23.1,260.0
PROD-16751,2026-08-24,MINE-03,MINE-03-ZONE-A,236.0,123.5,32.88,10.3,5.7,42.9,260.0
PROD-16752,2026-08-24,MINE-03,MINE-03-ZONE-B,236.0,138.6,32.8,11.7,4.3,42.9,260.0
PROD-16753,2026-08-24,MINE-03,MINE-03-ZONE-C,236.0,148.8,32.32,10.6,5.4,42.9,260.0
PROD-16754,2026-08-24,MINE-03,MINE-03-ZONE-D,236.0,155.7,37.87,12.4,3.6,42.9,260.0
PROD-16755,2026-08-24,MINE-03,MINE-03-ZONE-E,236.0,151.3,39.0,12.0,4.0,42.9,260.0
PROD-16756,2026-08-24,MINE-04,MINE-04-ZONE-A,236.0,211.1,42.45,15.3,0.7,0.8,260.0
PROD-16757,2026-08-24,MINE-04,MINE-04-ZONE-B,236.0,232.1,35.71,14.8,1.2,0.8,260.0
PROD-16758,2026-08-24,MINE-04,MINE-04-ZONE-C,236.0,228.7,41.41,14.8,1.2,0.8,260.0
PROD-16759,2026-08-24,MINE-04,MINE-04-ZONE-D,236.0,216.2,34.93,13.7,2.3,0.8,260.0
PROD-16760,2026-08-24,MINE-04,MINE-04-ZONE-E,236.0,193.4,38.73,12.5,3.5,0.8,260.0
PROD-16761,2026-08-25,MINE-01,MINE-01-ZONE-A,240.0,184.7,37.09,12.8,3.2,3.1,260.0
PROD-16762,2026-08-25,MINE-01,MINE-01-ZONE-B,240.0,220.2,43.56,15.0,1.0,3.1,260.0
PROD-16763,2026-08-25,MINE-01,MINE-01-ZONE-C,240.0,219.0,38.85,14.2,1.8,3.1,260.0
PROD-16764,2026-08-25,MINE-01,MINE-01-ZONE-D,240.0,187.8,33.7,13.1,2.9,3.1,260.0
PROD-16765,2026-08-25,MINE-01,MINE-01-ZONE-E,240.0,170.3,35.3,12.3,3.7,3.1,260.0
PROD-16766,2026-08-25,MINE-02,MINE-02-ZONE-A,240.0,100.3,37.26,9.7,6.3,90.8,260.0
PROD-16767,2026-08-25,MINE-02,MINE-02-ZONE-B,240.0,119.4,38.42,9.9,6.1,90.8,260.0
PROD-16768,2026-08-25,MINE-02,MINE-02-ZONE-C,240.0,136.2,40.64,12.4,3.6,90.8,260.0
PROD-16769,2026-08-25,MINE-02,MINE-02-ZONE-D,240.0,101.4,33.28,10.5,5.5,90.8,260.0
PROD-16770,2026-08-25,MINE-02,MINE-02-ZONE-E,240.0,107.2,42.23,9.6,6.4,90.8,260.0
PROD-16771,2026-08-25,MINE-03,MINE-03-ZONE-A,240.0,188.3,41.59,14.3,1.7,18.9,260.0
PROD-16772,2026-08-25,MINE-03,MINE-03-ZONE-B,240.0,207.7,36.45,15.0,1.0,18.9,260.0
PROD-16773,2026-08-25,MINE-03,MINE-03-ZONE-C,240.0,202.0,32.67,14.6,1.4,18.9,260.0
PROD-16774,2026-08-25,MINE-03,MINE-03-ZONE-D,240.0,213.1,43.2,14.7,1.3,18.9,260.0
PROD-16775,2026-08-25,MINE-03,MINE-03-ZONE-E,240.0,205.3,38.1,14.2,1.8,18.9,260.0
PROD-16776,2026-08-25,MINE-04,MINE-04-ZONE-A,240.0,199.5,41.67,15.4,0.6,25.0,260.0
PROD-16777,2026-08-25,MINE-04,MINE-04-ZONE-B,240.0,208.2,40.59,14.2,1.8,25.0,260.0
PROD-16778,2026-08-25,MINE-04,MINE-04-ZONE-C,240.0,189.9,42.59,13.5,2.5,25.0,260.0
PROD-16779,2026-08-25,MINE-04,MINE-04-ZONE-D,240.0,178.9,34.54,13.0,3.0,25.0,260.0
PROD-16780,2026-08-25,MINE-04,MINE-04-ZONE-E,240.0,209.9,35.54,14.5,1.5,25.0,260.0
PROD-16781,2026-08-26,MINE-01,MINE-01-ZONE-A,244.0,200.0,40.44,15.0,1.0,28.0,260.0
PROD-16782,2026-08-26,MINE-01,MINE-01-ZONE-B,244.0,189.6,35.04,13.6,2.4,28.0,260.0
PROD-16783,2026-08-26,MINE-01,MINE-01-ZONE-C,244.0,166.4,36.69,12.4,3.6,28.0,260.0
PROD-16784,2026-08-26,MINE-01,MINE-01-ZONE-D,244.0,164.2,35.67,12.3,3.7,28.0,260.0
PROD-16785,2026-08-26,MINE-01,MINE-01-ZONE-E,244.0,187.7,37.22,14.4,1.6,28.0,260.0
PROD-16786,2026-08-26,MINE-02,MINE-02-ZONE-A,244.0,126.6,38.13,11.5,4.5,94.6,260.0
PROD-16787,2026-08-26,MINE-02,MINE-02-ZONE-B,244.0,130.5,37.21,12.5,3.5,94.6,260.0
PROD-16788,2026-08-26,MINE-02,MINE-02-ZONE-C,244.0,105.6,36.37,9.2,6.8,94.6,260.0
PROD-16789,2026-08-26,MINE-02,MINE-02-ZONE-D,244.0,116.8,37.55,11.5,4.5,94.6,260.0
PROD-16790,2026-08-26,MINE-02,MINE-02-ZONE-E,244.0,143.7,43.97,12.1,3.9,94.6,260.0
PROD-16791,2026-08-26,MINE-03,MINE-03-ZONE-A,244.0,153.2,35.48,11.6,4.4,53.2,260.0
PROD-16792,2026-08-26,MINE-03,MINE-03-ZONE-B,244.0,111.2,33.21,9.8,6.2,53.2,260.0
PROD-16793,2026-08-26,MINE-03,MINE-03-ZONE-C,244.0,171.8,35.05,12.5,3.5,53.2,260.0
PROD-16794,2026-08-26,MINE-03,MINE-03-ZONE-D,244.0,153.0,35.04,11.1,4.9,53.2,260.0
PROD-16795,2026-08-26,MINE-03,MINE-03-ZONE-E,244.0,123.6,39.24,9.1,6.9,53.2,260.0
PROD-16796,2026-08-26,MINE-04,MINE-04-ZONE-A,244.0,174.4,32.73,12.8,3.2,48.6,260.0
PROD-16797,2026-08-26,MINE-04,MINE-04-ZONE-B,244.0,129.8,43.83,9.7,6.3,48.6,260.0
PROD-16798,2026-08-26,MINE-04,MINE-04-ZONE-C,244.0,167.9,40.92,12.1,3.9,48.6,260.0
PROD-16799,2026-08-26,MINE-04,MINE-04-ZONE-D,244.0,142.8,33.72,11.1,4.9,48.6,260.0
PROD-16800,2026-08-26,MINE-04,MINE-04-ZONE-E,244.0,115.7,43.26,9.2,6.8,48.6,260.0
PROD-16801,2026-08-27,MINE-01,MINE-01-ZONE-A,288.0,214.2,35.56,12.3,3.7,20.2,260.0
PROD-16802,2026-08-27,MINE-01,MINE-01-ZONE-B,288.0,250.5,32.68,15.0,1.0,20.2,260.0
PROD-16803,2026-08-27,MINE-01,MINE-01-ZONE-C,288.0,240.4,41.9,15.0,1.0,20.2,260.0
PROD-16804,2026-08-27,MINE-01,MINE-01-ZONE-D,288.0,225.7,41.32,12.5,3.5,20.2,260.0
PROD-16805,2026-08-27,MINE-01,MINE-01-ZONE-E,288.0,247.0,39.17,14.3,1.7,20.2,260.0
PROD-16806,2026-08-27,MINE-02,MINE-02-ZONE-A,288.0,203.5,35.21,11.8,4.2,2.6,260.0
PROD-16807,2026-08-27,MINE-02,MINE-02-ZONE-B,288.0,267.8,36.29,14.9,1.1,2.6,260.0
PROD-16808,2026-08-27,MINE-02,MINE-02-ZONE-C,288.0,220.9,33.09,12.8,3.2,2.6,260.0
PROD-16809,2026-08-27,MINE-02,MINE-02-ZONE-D,288.0,218.8,35.18,12.1,3.9,2.6,260.0
PROD-16810,2026-08-27,MINE-02,MINE-02-ZONE-E,288.0,239.3,43.12,13.8,2.2,2.6,260.0
PROD-16811,2026-08-27,MINE-03,MINE-03-ZONE-A,288.0,261.1,42.75,14.3,1.7,2.9,260.0
PROD-16812,2026-08-27,MINE-03,MINE-03-ZONE-B,288.0,222.2,37.48,12.7,3.3,2.9,260.0
PROD-16813,2026-08-27,MINE-03,MINE-03-ZONE-C,288.0,229.4,37.38,13.5,2.5,2.9,260.0
PROD-16814,2026-08-27,MINE-03,MINE-03-ZONE-D,288.0,250.6,40.52,14.7,1.3,2.9,260.0
PROD-16815,2026-08-27,MINE-03,MINE-03-ZONE-E,288.0,262.0,39.9,14.3,1.7,2.9,260.0
PROD-16816,2026-08-27,MINE-04,MINE-04-ZONE-A,288.0,262.4,38.35,14.9,1.1,15.7,260.0
PROD-16817,2026-08-27,MINE-04,MINE-04-ZONE-B,288.0,246.6,40.19,15.0,1.0,15.7,260.0
PROD-16818,2026-08-27,MINE-04,MINE-04-ZONE-C,288.0,194.0,39.2,11.9,4.1,15.7,260.0
PROD-16819,2026-08-27,MINE-04,MINE-04-ZONE-D,288.0,263.0,42.97,14.7,1.3,15.7,260.0
PROD-16820,2026-08-27,MINE-04,MINE-04-ZONE-E,288.0,221.3,36.9,13.6,2.4,15.7,260.0
PROD-16821,2026-08-28,MINE-01,MINE-01-ZONE-A,292.0,150.0,41.2,9.7,6.3,62.7,260.0
PROD-16822,2026-08-28,MINE-01,MINE-01-ZONE-B,292.0,162.5,40.74,11.9,4.1,62.7,260.0
PROD-16823,2026-08-28,MINE-01,MINE-01-ZONE-C,292.0,173.8,33.19,11.4,4.6,62.7,260.0
PROD-16824,2026-08-28,MINE-01,MINE-01-ZONE-D,292.0,178.6,38.06,12.3,3.7,62.7,260.0
PROD-16825,2026-08-28,MINE-01,MINE-01-ZONE-E,292.0,150.3,36.2,9.2,6.8,62.7,260.0
PROD-16826,2026-08-28,MINE-02,MINE-02-ZONE-A,292.0,133.4,41.66,9.2,6.8,80.9,260.0
PROD-16827,2026-08-28,MINE-02,MINE-02-ZONE-B,292.0,153.7,32.45,10.9,5.1,80.9,260.0
PROD-16828,2026-08-28,MINE-02,MINE-02-ZONE-C,292.0,130.6,39.64,9.9,6.1,80.9,260.0
PROD-16829,2026-08-28,MINE-02,MINE-02-ZONE-D,292.0,136.6,43.36,10.6,5.4,80.9,260.0
PROD-16830,2026-08-28,MINE-02,MINE-02-ZONE-E,292.0,157.2,33.62,10.9,5.1,80.9,260.0
PROD-16831,2026-08-28,MINE-03,MINE-03-ZONE-A,292.0,149.4,37.88,9.9,6.1,79.8,260.0
PROD-16832,2026-08-28,MINE-03,MINE-03-ZONE-B,292.0,126.5,39.5,9.8,6.2,79.8,260.0
PROD-16833,2026-08-28,MINE-03,MINE-03-ZONE-C,292.0,155.4,42.93,11.7,4.3,79.8,260.0
PROD-16834,2026-08-28,MINE-03,MINE-03-ZONE-D,292.0,172.1,42.56,12.1,3.9,79.8,260.0
PROD-16835,2026-08-28,MINE-03,MINE-03-ZONE-E,292.0,178.0,40.59,12.2,3.8,79.8,260.0
PROD-16836,2026-08-28,MINE-04,MINE-04-ZONE-A,292.0,236.0,37.02,13.4,2.6,0.1,260.0
PROD-16837,2026-08-28,MINE-04,MINE-04-ZONE-B,292.0,218.7,41.9,12.5,3.5,0.1,260.0
PROD-16838,2026-08-28,MINE-04,MINE-04-ZONE-C,292.0,243.5,33.66,14.1,1.9,0.1,260.0
PROD-16839,2026-08-28,MINE-04,MINE-04-ZONE-D,292.0,281.0,33.98,15.5,0.5,0.1,260.0
PROD-16840,2026-08-28,MINE-04,MINE-04-ZONE-E,292.0,276.4,39.52,14.5,1.5,0.1,260.0
PROD-16841,2026-08-29,MINE-01,MINE-01-ZONE-A,296.0,220.7,36.62,11.7,4.3,2.5,260.0
PROD-16842,2026-08-29,MINE-01,MINE-01-ZONE-B,296.0,225.3,36.59,12.0,4.0,2.5,260.0
PROD-16843,2026-08-29,MINE-01,MINE-01-ZONE-C,296.0,235.8,34.6,12.3,3.7,2.5,260.0
PROD-16844,2026-08-29,MINE-01,MINE-01-ZONE-D,296.0,243.7,36.28,13.5,2.5,2.5,260.0
PROD-16845,2026-08-29,MINE-01,MINE-01-ZONE-E,296.0,280.3,36.27,14.5,1.5,2.5,260.0
PROD-16846,2026-08-29,MINE-02,MINE-02-ZONE-A,296.0,189.3,34.33,13.0,3.0,73.8,260.0
PROD-16847,2026-08-29,MINE-02,MINE-02-ZONE-B,296.0,147.2,39.98,10.8,5.2,73.8,260.0
PROD-16848,2026-08-29,MINE-02,MINE-02-ZONE-C,296.0,150.0,37.72,10.7,5.3,73.8,260.0
PROD-16849,2026-08-29,MINE-02,MINE-02-ZONE-D,296.0,167.7,37.39,12.2,3.8,73.8,260.0
PROD-16850,2026-08-29,MINE-02,MINE-02-ZONE-E,296.0,131.6,43.79,9.7,6.3,73.8,260.0
PROD-16851,2026-08-29,MINE-03,MINE-03-ZONE-A,296.0,254.9,42.67,13.1,2.9,2.9,260.0
PROD-16852,2026-08-29,MINE-03,MINE-03-ZONE-B,296.0,251.7,35.74,14.4,1.6,2.9,260.0
PROD-16853,2026-08-29,MINE-03,MINE-03-ZONE-C,296.0,270.4,41.21,14.1,1.9,2.9,260.0
PROD-16854,2026-08-29,MINE-03,MINE-03-ZONE-D,296.0,233.4,42.95,12.8,3.2,2.9,260.0
PROD-16855,2026-08-29,MINE-03,MINE-03-ZONE-E,296.0,260.9,42.74,14.0,2.0,2.9,260.0
PROD-16856,2026-08-29,MINE-04,MINE-04-ZONE-A,296.0,193.3,38.53,12.9,3.1,48.6,260.0
PROD-16857,2026-08-29,MINE-04,MINE-04-ZONE-B,296.0,207.1,37.66,12.9,3.1,48.6,260.0
PROD-16858,2026-08-29,MINE-04,MINE-04-ZONE-C,296.0,196.2,39.54,12.3,3.7,48.6,260.0
PROD-16859,2026-08-29,MINE-04,MINE-04-ZONE-D,296.0,190.4,41.04,12.7,3.3,48.6,260.0
PROD-16860,2026-08-29,MINE-04,MINE-04-ZONE-E,296.0,182.6,43.71,10.9,5.1,48.6,260.0
PROD-16861,2026-08-30,MINE-01,MINE-01-ZONE-A,216.0,108.1,43.95,11.6,4.4,86.9,260.0
PROD-16862,2026-08-30,MINE-01,MINE-01-ZONE-B,216.0,103.9,41.27,10.2,5.8,86.9,260.0
PROD-16863,2026-08-30,MINE-01,MINE-01-ZONE-C,216.0,116.0,41.75,12.5,3.5,86.9,260.0
PROD-16864,2026-08-30,MINE-01,MINE-01-ZONE-D,216.0,110.0,42.72,9.8,6.2,86.9,260.0
PROD-16865,2026-08-30,MINE-01,MINE-01-ZONE-E,216.0,107.7,36.21,10.9,5.1,86.9,260.0
PROD-16866,2026-08-30,MINE-02,MINE-02-ZONE-A,216.0,125.5,39.45,11.2,4.8,53.1,260.0
PROD-16867,2026-08-30,MINE-02,MINE-02-ZONE-B,216.0,129.4,41.83,12.2,3.8,53.1,260.0
PROD-16868,2026-08-30,MINE-02,MINE-02-ZONE-C,216.0,123.7,41.53,10.8,5.2,53.1,260.0
PROD-16869,2026-08-30,MINE-02,MINE-02-ZONE-D,216.0,119.4,35.4,9.5,6.5,53.1,260.0
PROD-16870,2026-08-30,MINE-02,MINE-02-ZONE-E,216.0,139.2,34.03,12.7,3.3,53.1,260.0
PROD-16871,2026-08-30,MINE-03,MINE-03-ZONE-A,216.0,89.3,43.36,9.8,6.2,91.6,260.0
PROD-16872,2026-08-30,MINE-03,MINE-03-ZONE-B,216.0,80.0,38.16,9.3,6.7,91.6,260.0
PROD-16873,2026-08-30,MINE-03,MINE-03-ZONE-C,216.0,105.5,36.19,10.8,5.2,91.6,260.0
PROD-16874,2026-08-30,MINE-03,MINE-03-ZONE-D,216.0,99.4,36.09,10.2,5.8,91.6,260.0
PROD-16875,2026-08-30,MINE-03,MINE-03-ZONE-E,216.0,119.2,32.06,10.8,5.2,91.6,260.0
PROD-16876,2026-08-30,MINE-04,MINE-04-ZONE-A,216.0,196.6,35.64,14.1,1.9,2.3,260.0
PROD-16877,2026-08-30,MINE-04,MINE-04-ZONE-B,216.0,208.7,42.9,15.3,0.7,2.3,260.0
PROD-16878,2026-08-30,MINE-04,MINE-04-ZONE-C,216.0,190.9,36.95,14.8,1.2,2.3,260.0
PROD-16879,2026-08-30,MINE-04,MINE-04-ZONE-D,216.0,188.5,37.34,14.3,1.7,2.3,260.0
PROD-16880,2026-08-30,MINE-04,MINE-04-ZONE-E,216.0,194.7,33.25,13.5,2.5,2.3,260.0
PROD-16881,2026-08-31,MINE-01,MINE-01-ZONE-A,220.0,96.6,40.28,9.4,6.6,67.7,260.0
PROD-16882,2026-08-31,MINE-01,MINE-01-ZONE-B,220.0,149.1,43.03,12.8,3.2,67.7,260.0
PROD-16883,2026-08-31,MINE-01,MINE-01-ZONE-C,220.0,107.1,39.95,10.4,5.6,67.7,260.0
PROD-16884,2026-08-31,MINE-01,MINE-01-ZONE-D,220.0,107.4,40.27,9.3,6.7,67.7,260.0
PROD-16885,2026-08-31,MINE-01,MINE-01-ZONE-E,220.0,92.4,37.84,9.4,6.6,67.7,260.0
PROD-16886,2026-08-31,MINE-02,MINE-02-ZONE-A,220.0,146.4,43.15,11.5,4.5,35.0,260.0
PROD-16887,2026-08-31,MINE-02,MINE-02-ZONE-B,220.0,121.5,38.89,10.6,5.4,35.0,260.0
PROD-16888,2026-08-31,MINE-02,MINE-02-ZONE-C,220.0,144.2,42.55,11.9,4.1,35.0,260.0
PROD-16889,2026-08-31,MINE-02,MINE-02-ZONE-D,220.0,120.8,36.53,9.2,6.8,35.0,260.0
PROD-16890,2026-08-31,MINE-02,MINE-02-ZONE-E,220.0,133.7,38.67,12.0,4.0,35.0,260.0
PROD-16891,2026-08-31,MINE-03,MINE-03-ZONE-A,220.0,180.2,40.34,12.8,3.2,1.8,260.0
PROD-16892,2026-08-31,MINE-03,MINE-03-ZONE-B,220.0,187.6,42.38,13.2,2.8,1.8,260.0
PROD-16893,2026-08-31,MINE-03,MINE-03-ZONE-C,220.0,183.8,36.32,12.7,3.3,1.8,260.0
PROD-16894,2026-08-31,MINE-03,MINE-03-ZONE-D,220.0,187.3,32.9,14.2,1.8,1.8,260.0
PROD-16895,2026-08-31,MINE-03,MINE-03-ZONE-E,220.0,157.6,39.75,12.5,3.5,1.8,260.0
PROD-16896,2026-08-31,MINE-04,MINE-04-ZONE-A,220.0,93.2,33.81,9.3,6.7,87.0,260.0
PROD-16897,2026-08-31,MINE-04,MINE-04-ZONE-B,220.0,128.3,38.05,11.3,4.7,87.0,260.0
PROD-16898,2026-08-31,MINE-04,MINE-04-ZONE-C,220.0,111.3,37.4,10.5,5.5,87.0,260.0
PROD-16899,2026-08-31,MINE-04,MINE-04-ZONE-D,220.0,102.2,37.45,10.6,5.4,87.0,260.0
PROD-16900,2026-08-31,MINE-04,MINE-04-ZONE-E,220.0,144.1,35.34,12.8,3.2,87.0,260.0
PROD-16901,2026-09-01,MINE-01,MINE-01-ZONE-A,264.0,248.7,37.17,14.6,1.4,3.4,260.0
PROD-16902,2026-09-01,MINE-01,MINE-01-ZONE-B,264.0,240.5,39.17,14.4,1.6,3.4,260.0
PROD-16903,2026-09-01,MINE-01,MINE-01-ZONE-C,264.0,200.6,35.1,11.5,4.5,3.4,260.0
PROD-16904,2026-09-01,MINE-01,MINE-01-ZONE-D,264.0,249.9,38.56,14.5,1.5,3.4,260.0
PROD-16905,2026-09-01,MINE-01,MINE-01-ZONE-E,264.0,220.3,32.47,14.4,1.6,3.4,260.0
PROD-16906,2026-09-01,MINE-02,MINE-02-ZONE-A,264.0,203.0,36.13,13.0,3.0,3.9,260.0
PROD-16907,2026-09-01,MINE-02,MINE-02-ZONE-B,264.0,210.7,36.48,12.3,3.7,3.9,260.0
PROD-16908,2026-09-01,MINE-02,MINE-02-ZONE-C,264.0,192.6,37.19,12.4,3.6,3.9,260.0
PROD-16909,2026-09-01,MINE-02,MINE-02-ZONE-D,264.0,209.8,41.08,12.7,3.3,3.9,260.0
PROD-16910,2026-09-01,MINE-02,MINE-02-ZONE-E,264.0,207.1,43.29,12.2,3.8,3.9,260.0
PROD-16911,2026-09-01,MINE-03,MINE-03-ZONE-A,264.0,185.7,40.7,12.1,3.9,46.7,260.0
PROD-16912,2026-09-01,MINE-03,MINE-03-ZONE-B,264.0,148.7,36.11,11.1,4.9,46.7,260.0
PROD-16913,2026-09-01,MINE-03,MINE-03-ZONE-C,264.0,145.3,36.67,11.0,5.0,46.7,260.0
PROD-16914,2026-09-01,MINE-03,MINE-03-ZONE-D,264.0,148.0,32.87,11.1,4.9,46.7,260.0
PROD-16915,2026-09-01,MINE-03,MINE-03-ZONE-E,264.0,121.4,38.63,9.6,6.4,46.7,260.0
PROD-16916,2026-09-01,MINE-04,MINE-04-ZONE-A,264.0,147.6,42.35,11.6,4.4,84.6,260.0
PROD-16917,2026-09-01,MINE-04,MINE-04-ZONE-B,264.0,145.4,36.41,11.6,4.4,84.6,260.0
PROD-16918,2026-09-01,MINE-04,MINE-04-ZONE-C,264.0,146.8,36.09,12.4,3.6,84.6,260.0
PROD-16919,2026-09-01,MINE-04,MINE-04-ZONE-D,264.0,126.0,38.96,11.4,4.6,84.6,260.0
PROD-16920,2026-09-01,MINE-04,MINE-04-ZONE-E,264.0,132.5,42.51,9.9,6.1,84.6,260.0
PROD-16921,2026-09-02,MINE-01,MINE-01-ZONE-A,268.0,174.5,38.45,11.7,4.3,36.0,260.0
PROD-16922,2026-09-02,MINE-01,MINE-01-ZONE-B,268.0,173.5,40.37,11.4,4.6,36.0,260.0
PROD-16923,2026-09-02,MINE-01,MINE-01-ZONE-C,268.0,173.3,42.92,12.2,3.8,36.0,260.0
PROD-16924,2026-09-02,MINE-01,MINE-01-ZONE-D,268.0,202.1,34.95,12.7,3.3,36.0,260.0
PROD-16925,2026-09-02,MINE-01,MINE-01-ZONE-E,268.0,152.0,34.27,10.5,5.5,36.0,260.0
PROD-16926,2026-09-02,MINE-02,MINE-02-ZONE-A,268.0,149.9,40.79,10.6,5.4,42.0,260.0
PROD-16927,2026-09-02,MINE-02,MINE-02-ZONE-B,268.0,163.1,40.16,10.9,5.1,42.0,260.0
PROD-16928,2026-09-02,MINE-02,MINE-02-ZONE-C,268.0,130.1,40.64,9.0,7.0,42.0,260.0
PROD-16929,2026-09-02,MINE-02,MINE-02-ZONE-D,268.0,177.9,40.84,11.2,4.8,42.0,260.0
PROD-16930,2026-09-02,MINE-02,MINE-02-ZONE-E,268.0,141.3,32.3,9.8,6.2,42.0,260.0
PROD-16931,2026-09-02,MINE-03,MINE-03-ZONE-A,268.0,235.3,41.98,14.4,1.6,3.1,260.0
PROD-16932,2026-09-02,MINE-03,MINE-03-ZONE-B,268.0,198.2,37.34,12.4,3.6,3.1,260.0
PROD-16933,2026-09-02,MINE-03,MINE-03-ZONE-C,268.0,199.4,40.8,11.5,4.5,3.1,260.0
PROD-16934,2026-09-02,MINE-03,MINE-03-ZONE-D,268.0,263.3,37.86,15.2,0.8,3.1,260.0
PROD-16935,2026-09-02,MINE-03,MINE-03-ZONE-E,268.0,250.8,34.36,14.3,1.7,3.1,260.0
PROD-16936,2026-09-02,MINE-04,MINE-04-ZONE-A,268.0,209.5,40.74,13.3,2.7,1.1,260.0
PROD-16937,2026-09-02,MINE-04,MINE-04-ZONE-B,268.0,215.8,34.86,12.2,3.8,1.1,260.0
PROD-16938,2026-09-02,MINE-04,MINE-04-ZONE-C,268.0,197.4,34.24,11.9,4.1,1.1,260.0
PROD-16939,2026-09-02,MINE-04,MINE-04-ZONE-D,268.0,249.5,37.74,15.2,0.8,1.1,260.0
PROD-16940,2026-09-02,MINE-04,MINE-04-ZONE-E,268.0,219.4,32.07,13.5,2.5,1.1,260.0
PROD-16941,2026-09-03,MINE-01,MINE-01-ZONE-A,272.0,239.2,42.0,14.2,1.8,22.6,260.0
PROD-16942,2026-09-03,MINE-01,MINE-01-ZONE-B,272.0,207.4,33.79,13.8,2.2,22.6,260.0
PROD-16943,2026-09-03,MINE-01,MINE-01-ZONE-C,272.0,204.8,35.69,12.5,3.5,22.6,260.0
PROD-16944,2026-09-03,MINE-01,MINE-01-ZONE-D,272.0,227.9,36.34,14.4,1.6,22.6,260.0
PROD-16945,2026-09-03,MINE-01,MINE-01-ZONE-E,272.0,218.3,33.31,14.6,1.4,22.6,260.0
PROD-16946,2026-09-03,MINE-02,MINE-02-ZONE-A,272.0,214.0,37.64,12.6,3.4,0.5,260.0
PROD-16947,2026-09-03,MINE-02,MINE-02-ZONE-B,272.0,240.5,40.23,13.8,2.2,0.5,260.0
PROD-16948,2026-09-03,MINE-02,MINE-02-ZONE-C,272.0,255.2,33.64,14.8,1.2,0.5,260.0
PROD-16949,2026-09-03,MINE-02,MINE-02-ZONE-D,272.0,216.2,39.02,12.6,3.4,0.5,260.0
PROD-16950,2026-09-03,MINE-02,MINE-02-ZONE-E,272.0,220.7,41.81,12.3,3.7,0.5,260.0
PROD-16951,2026-09-03,MINE-03,MINE-03-ZONE-A,272.0,244.8,41.43,14.9,1.1,3.9,260.0
PROD-16952,2026-09-03,MINE-03,MINE-03-ZONE-B,272.0,264.7,33.48,15.4,0.6,3.9,260.0
PROD-16953,2026-09-03,MINE-03,MINE-03-ZONE-C,272.0,192.5,40.35,12.1,3.9,3.9,260.0
PROD-16954,2026-09-03,MINE-03,MINE-03-ZONE-D,272.0,233.4,38.14,14.3,1.7,3.9,260.0
PROD-16955,2026-09-03,MINE-03,MINE-03-ZONE-E,272.0,193.8,37.44,11.8,4.2,3.9,260.0
PROD-16956,2026-09-03,MINE-04,MINE-04-ZONE-A,272.0,195.0,41.96,12.3,3.7,2.0,260.0
PROD-16957,2026-09-03,MINE-04,MINE-04-ZONE-B,272.0,204.6,43.41,12.8,3.2,2.0,260.0
PROD-16958,2026-09-03,MINE-04,MINE-04-ZONE-C,272.0,214.4,32.08,12.9,3.1,2.0,260.0
PROD-16959,2026-09-03,MINE-04,MINE-04-ZONE-D,272.0,241.4,42.05,14.2,1.8,2.0,260.0
PROD-16960,2026-09-03,MINE-04,MINE-04-ZONE-E,272.0,234.8,36.82,13.2,2.8,2.0,260.0
PROD-16961,2026-09-04,MINE-01,MINE-01-ZONE-A,276.0,124.2,37.28,9.7,6.3,74.6,260.0
PROD-16962,2026-09-04,MINE-01,MINE-01-ZONE-B,276.0,165.3,41.83,11.4,4.6,74.6,260.0
PROD-16963,2026-09-04,MINE-01,MINE-01-ZONE-C,276.0,130.7,36.79,9.2,6.8,74.6,260.0
PROD-16964,2026-09-04,MINE-01,MINE-01-ZONE-D,276.0,153.2,37.2,11.5,4.5,74.6,260.0
PROD-16965,2026-09-04,MINE-01,MINE-01-ZONE-E,276.0,145.2,43.67,11.4,4.6,74.6,260.0
PROD-16966,2026-09-04,MINE-02,MINE-02-ZONE-A,276.0,244.6,32.1,15.3,0.7,18.8,260.0
PROD-16967,2026-09-04,MINE-02,MINE-02-ZONE-B,276.0,221.2,42.2,12.8,3.2,18.8,260.0
PROD-16968,2026-09-04,MINE-02,MINE-02-ZONE-C,276.0,240.6,35.95,14.9,1.1,18.8,260.0
