sample_id,hole_id,zone_id,depth_from_m,depth_to_m,mn_pct,fe_pct,sio2_pct,al2o3_pct,p_pct,sample_date
SMP-10684,DH-2233,MINE-04-ZONE-A,0.0,25.0,46.42,6.97,14.95,3.33,0.328,2026-09-14
SMP-10685,DH-2233,MINE-04-ZONE-A,25.0,50.0,47.15,14.97,22.37,4.51,0.063,2026-09-14
SMP-10686,DH-2233,MINE-04-ZONE-A,50.0,75.0,47.6,12.8,16.07,4.55,0.168,2026-09-14
SMP-10687,DH-2233,MINE-04-ZONE-A,75.0,100.0,45.79,12.36,9.57,4.97,0.075,2026-09-14
SMP-10688,DH-2234,MINE-01-ZONE-A,0.0,25.0,33.8,12.03,10.59,4.76,0.221,2026-09-15
SMP-10689,DH-2234,MINE-01-ZONE-A,25.0,50.0,39.48,15.72,15.42,2.83,0.261,2026-09-15
SMP-10690,DH-2235,MINE-02-ZONE-A,0.0,25.0,39.29,4.39,14.81,3.62,0.334,2026-09-17
SMP-10691,DH-2235,MINE-02-ZONE-A,25.0,50.0,41.38,13.53,20.6,2.49,0.314,2026-09-17
SMP-10692,DH-2235,MINE-02-ZONE-A,50.0,75.0,43.32,4.66,23.13,6.05,0.316,2026-09-17
SMP-10693,DH-2235,MINE-02-ZONE-A,75.0,100.0,37.07,8.39,17.91,4.19,0.103,2026-09-17
SMP-10694,DH-2236,MINE-04-ZONE-C,0.0,25.0,40.41,12.85,20.04,7.23,0.261,2026-09-18
SMP-10695,DH-2236,MINE-04-ZONE-C,25.0,50.0,41.45,13.13,13.13,7.39,0.201,2026-09-18
SMP-10696,DH-2237,MINE-03-ZONE-D,0.0,25.0,30.75,12.14,16.53,3.75,0.236,2026-09-20
SMP-10697,DH-2237,MINE-03-ZONE-D,25.0,50.0,31.65,15.34,20.94,7.65,0.07,2026-09-20
SMP-10698,DH-2237,MINE-03-ZONE-D,50.0,75.0,32.57,9.49,9.28,7.39,0.137,2026-09-20
SMP-10699,DH-2238,MINE-01-ZONE-C,0.0,25.0,19.85,9.0,18.92,7.59,0.192,2026-09-21
SMP-10700,DH-2238,MINE-01-ZONE-C,25.0,50.0,23.82,12.85,8.34,3.13,0.057,2026-09-21
SMP-10701,DH-2238,MINE-01-ZONE-C,50.0,75.0,27.64,14.02,16.31,4.02,0.224,2026-09-21
SMP-10702,DH-2238,MINE-01-ZONE-C,75.0,100.0,26.18,13.44,15.78,6.0,0.209,2026-09-21
SMP-10703,DH-2239,MINE-04-ZONE-C,0.0,25.0,32.53,15.65,20.32,2.28,0.156,2026-09-23
SMP-10704,DH-2239,MINE-04-ZONE-C,25.0,50.0,32.25,6.0,22.79,6.27,0.136,2026-09-23
SMP-10705,DH-2240,MINE-02-ZONE-A,0.0,25.0,42.89,9.29,13.91,3.23,0.262,2026-09-24
SMP-10706,DH-2240,MINE-02-ZONE-A,25.0,50.0,43.8,15.74,10.37,4.69,0.343,2026-09-24
SMP-10707,DH-2240,MINE-02-ZONE-A,50.0,75.0,42.48,5.46,8.4,7.59,0.281,2026-09-24
